customer_id,customer_name,email,registration_date,customer_type
418,Sara Hoffman,kenneth17@example.org,2024-08-11,REGULAR
419,Frederick Hill,jacob83@example.org,2026-01-07,REGULAR
420,Lindsay Guerrero,jenniferrios@example.com,2024-05-19,PREMIUM
421,James Johnson,matthewreeves@example.net,2025-03-16,PREMIUM
422,Susan Powers,megan82@example.com,2023-11-23,REGULAR
423,David Stokes,staceylam@example.net,2023-11-14,PREMIUM
424,Patrick Parker,nathan94@example.com,2026-02-26,PREMIUM
425,Sean Silva,kennedyjames@example.org,2026-03-16,REGULAR
426,Edwin Brown,derrickgonzalez@example.com,2026-07-25,VIP
427,Victoria Thomas,kimberlyfreeman@example.net,2026-07-25,PREMIUM
428,Anthony Hayes,kathleenjackson@example.org,2025-01-26,REGULAR
429,Anita Mendez,epowell@example.com,2023-08-14,PREMIUM
430,Monica Dodson,katherine83@example.org,2025-08-19,PREMIUM
431,Danielle Steele,larry16@example.net,2025-05-15,REGULAR
432,Rodney Evans,stephen89@example.net,2024-08-13,REGULAR
433,Whitney Cooper,mhoward@example.org,2026-06-13,REGULAR
434,Jennifer Perez,jasonjohnson@example.net,2024-02-10,REGULAR
435,Matthew Johnson,kelsey90@example.net,2026-08-03,REGULAR
436,Martha Smith,butleromar@example.net,2024-05-12,PREMIUM
437,Christine Jennings,turnerdorothy@example.net,2025-03-01,REGULAR
438,Mercedes Barnes,huntchristine@example.com,2023-12-11,REGULAR
439,Craig Gonzalez,marie35@example.net,2024-10-31,REGULAR
440,Joshua Lozano,arivera@example.org,2025-08-14,REGULAR
441,Sara Caldwell,stacychan@example.org,2025-10-10,VIP
442,David Hall,joseph01@example.org,2026-03-24,REGULAR
443,Heather Rhodes,grodgers@example.org,2023-08-19,REGULAR
444,Matthew Murphy,rfriedman@example.net,2023-11-18,PREMIUM
445,Catherine Morales,ynelson@example.net,2026-02-26,REGULAR
446,Mariah Robles,andersonjessica@example.org,2023-11-30,REGULAR
447,Karen Carroll,ywhite@example.com,2025-06-09,REGULAR
448,Sheryl Acosta,timothyfreeman@example.com,2024-12-03,REGULAR
449,Matthew Smith,tiffanysantiago@example.com,2025-02-27,VIP
450,Lisa Reynolds,timothyalvarado@example.net,2024-10-03,VIP
451,Kristin Huerta,smithsarah@example.net,2026-02-24,REGULAR
452,Sheila Jones,vflores@example.com,2023-10-03,PREMIUM
453,Mason Powell,christianwallace@example.net,2024-12-12,REGULAR
454,Jillian Wilson,bmcgee@example.org,2024-10-24,REGULAR
455,Joshua Petersen,pamela83@example.net,2025-08-13,REGULAR
456,Heidi Brown,meganrivera@example.net,2025-05-27,PREMIUM
457,Heidi Chavez,malonejeffrey@example.com,2024-09-01,PREMIUM
458,Rebecca Kelley,jacqueline02@example.com,2024-01-09,PREMIUM
459,Mikayla Rodriguez,jacobconrad@example.com,2024-04-01,PREMIUM
460,Cheryl Morgan,owilliams@example.net,2025-05-15,PREMIUM
461,Joanna Barrett,tamarasmith@example.net,2023-10-01,PREMIUM
462,Sara Webb,heatherthompson@example.org,2023-11-30,REGULAR
463,Lisa Morris,mbarnes@example.net,2025-11-21,PREMIUM
464,Victor Waller,iballard@example.com,2025-05-30,REGULAR
465,Kayla Cameron,jennifer83@example.org,2024-03-25,REGULAR
466,Melissa Morse,tinasantos@example.org,2025-02-11,REGULAR
467,Erica Wilson,anna99@example.net,2025-09-25,REGULAR
468,Stephanie Ferguson,hstokes@example.org,2023-09-05,PREMIUM
469,Michael Gonzalez,tonyavega@example.org,2026-02-13,PREMIUM
470,Elizabeth Molina,howardshaun@example.net,2026-03-17,PREMIUM
471,Sharon Newton,yyoung@example.net,2024-06-19,REGULAR
472,Tammy Hughes,tammy00@example.net,2024-05-10,VIP
473,Priscilla Berg,rhondabush@example.net,2024-09-15,VIP
474,Nancy Gonzalez,kellythompson@example.net,2023-10-29,PREMIUM
475,Nancy Wilson,pattersonangela@example.org,2024-02-01,VIP
476,Abigail Owens,billmcfarland@example.net,2023-10-03,REGULAR
477,Lisa Stanley,jtyler@example.com,2023-10-27,REGULAR
478,Kelly Krueger,hartmanerik@example.net,2025-03-19,REGULAR
479,Daniel Lewis,mark43@example.net,2025-03-12,PREMIUM
480,Samantha Zavala MD,sean99@example.org,2026-06-24,PREMIUM
481,Erica Moon,cruzamber@example.com,2023-09-05,REGULAR
482,Patricia Robertson,stucker@example.net,2024-03-06,REGULAR
483,Tiffany Jackson,simsjason@example.net,2025-12-03,REGULAR
484,Jessica Garcia,elucas@example.net,2025-08-29,REGULAR
485,Mitchell Johnson,brownlaura@example.net,2023-10-25,PREMIUM
486,Susan Russell,bmccoy@example.com,2023-08-27,REGULAR
487,Kimberly May,avilabrenda@example.net,2026-02-23,REGULAR
488,Jonathan Roberts,catherine47@example.com,2024-10-15,REGULAR
489,Kara Ferguson,julierobles@example.net,2024-06-27,REGULAR
490,Elizabeth Eaton,susan08@example.net,2024-01-10,REGULAR
491,Kenneth Long,torreskaitlin@example.net,2024-08-19,PREMIUM
492,Matthew Hunt,jackjensen@example.com,2024-03-08,VIP
493,Robert Phelps,enewman@example.com,2025-08-14,PREMIUM
494,Craig Carpenter,michael31@example.com,2025-06-17,REGULAR
495,Emily Hayes,heather29@example.net,2024-09-11,REGULAR
496,Jeffrey Smith,kristenjoseph@example.net,2024-11-28,VIP
497,Brandy Quinn,wford@example.com,2025-01-23,REGULAR
498,Matthew Miller,michele28@example.org,2024-05-23,VIP
499,Angela Jones,atkinsoncrystal@example.net,2025-05-04,REGULAR
500,Christy Johnson,amy87@example.net,2025-12-05,REGULAR
501,Daniel Barton,dennis88@example.org,2024-10-16,REGULAR
502,Mary Charles,katherinetaylor@example.org,2024-02-21,REGULAR
503,Mary Faulkner,ccrosby@example.org,2025-11-20,PREMIUM
504,Dennis Young,aprilmoody@example.com,2025-01-04,PREMIUM
505,Anthony Hooper,dakota84@example.net,2024-05-23,REGULAR
506,Carrie Valdez,briana18@example.com,2024-09-24,PREMIUM
507,Kelli Gomez,tommy79@example.org,2025-02-09,REGULAR
508,Christopher Jones,jason22@example.com,2025-05-29,REGULAR
509,Mary Perry,jennifer77@example.com,2024-03-26,REGULAR
510,Roy Johnson,andersonbrittany@example.org,2025-06-28,PREMIUM
511,Kenneth Brown,sandra86@example.net,2026-07-06,REGULAR
512,Sherry Luna,stacey37@example.net,2026-08-01,REGULAR
513,Carolyn Greer,laurahoover@example.org,2025-06-22,REGULAR
514,Carol Jennings,ecarlson@example.org,2024-09-26,REGULAR
515,Alan Mills,mserrano@example.org,2024-02-19,PREMIUM
516,Linda Rich,davisdonna@example.net,2025-03-22,REGULAR
517,Todd Gregory,xboyd@example.org,2025-09-11,REGULAR
518,Todd Olson,zbell@example.net,2026-04-30,REGULAR
519,Laura Coleman,thomas31@example.com,2025-05-25,PREMIUM
520,Deanna Smith,lanedavid@example.org,2024-09-23,PREMIUM
521,Robert Ortiz,mooredenise@example.com,2024-05-21,PREMIUM
522,Krystal Carr,afischer@example.net,2025-12-15,REGULAR
523,Mr. Justin King,becky62@example.net,2023-12-17,VIP
524,Richard Avery,lewisrichard@example.com,2026-01-02,PREMIUM
525,Melinda Williams,aoconnell@example.org,2026-01-27,REGULAR
526,Kyle Davis,jeffrey19@example.org,2025-10-11,VIP
527,Jennifer Douglas,jennifer90@example.org,2025-07-10,REGULAR
528,Dakota Sandoval,james98@example.net,2025-09-12,PREMIUM
529,Megan Ward,cantrellchristopher@example.com,2025-12-10,VIP
530,James Willis,mclaughlincasey@example.org,2025-04-02,REGULAR
531,Kristin Aguilar,sylvia43@example.net,2026-06-29,REGULAR
532,Jared Smith,richardrodriguez@example.org,2025-02-10,PREMIUM
533,Bruce Palmer,nancy94@example.net,2024-12-06,REGULAR
534,John Sanchez,susan77@example.net,2026-03-10,REGULAR
535,Mr. James Kramer,ericahall@example.com,2024-11-03,PREMIUM
536,Joseph Haynes,john16@example.net,2025-11-06,PREMIUM
537,Justin White,michael94@example.org,2026-06-12,PREMIUM
538,Susan Porter,jimmyallen@example.com,2024-03-22,PREMIUM
539,David Montgomery,kimberlywilson@example.org,2025-08-18,REGULAR
540,Lisa Duran,charlesnathan@example.com,2025-01-29,REGULAR
541,Dr. Sheila Henry,raymond92@example.org,2025-03-07,REGULAR
542,Todd Johnson,phillip27@example.org,2025-09-12,REGULAR
543,Michael Smith,nicolasgarcia@example.com,2025-06-10,REGULAR
544,Joshua Young,vmullen@example.com,2024-02-26,VIP
545,Jason Goodwin,melissa47@example.org,2025-04-26,PREMIUM
546,Melissa Olsen,linda86@example.com,2024-03-10,REGULAR
547,Nancy Kennedy,thompsonvictor@example.net,2025-02-25,PREMIUM
548,Rachel Evans,rosshannah@example.org,2024-04-01,REGULAR
549,Ryan Davis,jordan58@example.net,2026-05-26,REGULAR
550,Alejandro Martinez,barbarasantos@example.net,2024-02-16,REGULAR
551,Heather Nunez,champton@example.org,2024-09-29,PREMIUM
552,Mark Thomas,daniellemcfarland@example.com,2025-06-30,PREMIUM
553,Sarah Jones,matthewedwards@example.net,2024-06-23,PREMIUM
554,Matthew Nelson,xnorman@example.net,2025-05-13,REGULAR
555,Jennifer White,martinezjimmy@example.com,2026-06-04,PREMIUM
556,Angela Jackson,davissharon@example.com,2025-04-01,REGULAR
557,James Hubbard,garciachristine@example.org,2025-07-26,REGULAR
558,Ellen Wright,scott22@example.net,2026-02-13,REGULAR
559,Matthew Dalton,michelle78@example.com,2025-04-01,PREMIUM
560,Travis Ryan,owelch@example.net,2024-11-27,PREMIUM
561,Kimberly Stout,zfernandez@example.org,2024-12-05,PREMIUM
562,David Torres,millskatherine@example.org,2024-08-19,VIP
563,Adam Weeks,xevans@example.com,2025-12-30,REGULAR
564,Rebecca Kelley,robertcastro@example.com,2024-05-08,PREMIUM
565,Maria Clayton,josehenderson@example.org,2025-02-25,REGULAR
566,Lisa Benson,lisa.benson@,2024-06-01,REGULAR
567,Kim Adams,melissawhite@example.com,2023-12-07,REGULAR
568,Jesse Graves,blopez@example.org,2023-10-02,REGULAR
569,Charlene Garcia,david70@example.org,2023-11-15,REGULAR
570,Daniel Fisher,dbolton@example.net,2025-12-23,REGULAR
571,Ryan Lynn,adamsphilip@example.net,2025-01-05,PREMIUM
572,Ryan Roth,martinezkayla@example.org,2024-10-03,REGULAR
573,Danielle Vang,stevenwise@example.net,2025-08-07,REGULAR
574,James Ali,eric08@example.net,2023-12-20,PREMIUM
575,Mr. Isaac Williams,teresayoung@example.com,2024-07-29,REGULAR
576,Donald Wilson,albertwilliams@example.net,2025-01-10,REGULAR
577,Jacqueline Davis,vincentparks@example.com,2026-05-25,REGULAR
578,Lori Brown DDS,martinezjesse@example.net,2025-12-20,REGULAR
579,Renee Gonzales,andrewgray@example.net,2024-01-03,REGULAR
580,Karina Kim,amy73@example.net,2024-02-29,REGULAR
581,Nicholas Hill,caseymoore@example.com,2026-01-23,REGULAR
582,Jordan Parsons,bgross@example.net,2026-03-05,REGULAR
583,Cynthia Le,example.com,2025-07-30,VIP
584,Jasmine Warren,jcannon@example.net,2024-06-14,PREMIUM
585,Frank Davis,williamssharon@example.org,2026-03-23,REGULAR
586,John Garcia,hbarrett@example.net,2025-09-15,REGULAR
587,Jacob Obrien,smithsamantha@example.net,2025-01-28,REGULAR
588,Angela Owen,wardjulia@example.com,2026-01-25,REGULAR
589,Amy Jensen,navarromary@example.org,2026-06-09,REGULAR
590,Anne Hardy,hlopez@example.net,2024-05-07,PREMIUM
591,Cassidy Curry,xreese@example.net,2025-05-01,REGULAR
592,Michele Simmons,jacksonhenry@example.com,2025-02-12,REGULAR
593,Kimberly Greene,rachel85@example.com,2024-11-02,REGULAR
594,Samantha Morris,annalewis@example.net,2026-05-20,REGULAR
595,Tyrone West,csmith@example.com,2025-05-22,VIP
596,Wendy Turner,tracey35@example.org,2025-12-01,VIP
597,Samantha Ellison,clintonstevens@example.org,2024-01-07,PREMIUM
598,Kevin Hall,christopher69@example.org,2025-10-21,REGULAR
599,Rebecca Thompson,larsonkevin@example.net,2026-01-10,REGULAR
600,Richard Weeks,michael66@example.org,2026-03-19,REGULAR
601,Danielle Golden,colemichael@example.org,2024-12-02,PREMIUM
602,Austin Joseph,crawfordwilliam@example.org,2025-02-06,REGULAR
603,William Evans,janet75@example.com,2024-08-25,REGULAR
604,Jennifer Miles,davidsonamanda@example.org,2024-06-08,REGULAR
605,Christopher Gonzalez,moniquewilliams@example.com,2026-03-24,REGULAR
606,David Beck,thomas85@example.com,2026-08-05,REGULAR
607,Mr. Justin King,becky62@example.net,2023-12-17,VIP
608,Mark Oliver,courtneyberger@example.net,2023-09-21,REGULAR
609,Joshua Young,vmullen@example.com,2024-02-26,VIP
