customer_id,customer_name,email,registration_date,customer_type,is_duplicate
394,Mark Rowland,tanthony@example.com,2025-01-06,VIP,False
395,Deborah May,ylopez@example.com,2024-02-29,PREMIUM,False
396,Jeremiah Baker,anne21@example.org,2025-08-10,REGULAR,False
397,Jennifer Avila,angelarandall@example.net,2024-11-09,REGULAR,False
398,Sharon Wells,thomasmiller@example.net,2023-09-16,REGULAR,False
399,Kellie Duncan,davidtodd@example.org,2026-06-14,REGULAR,False
400,Daniel Lee,hendersonvanessa@example.com,2024-03-17,REGULAR,False
401,Brittany Larson,renee11@example.com,2025-04-09,REGULAR,False
402,Shannon Stone,buchanancindy@example.net,2025-12-12,REGULAR,False
403,Chase Knight,buckleyanna@example.org,2025-12-17,REGULAR,False
404,Sheryl Humphrey,patrick79@example.net,2025-01-08,REGULAR,False
405,Jamie Montgomery,vwilliams@example.net,2024-04-25,REGULAR,False
406,Tammie Prince,morganlaura@example.com,2024-06-11,REGULAR,False
407,Michael Garcia PhD,kevinmanning@example.com,2024-05-30,PREMIUM,False
408,Matthew Lopez,robinrussell@example.com,2025-11-18,PREMIUM,False
409,Samantha Robertson,cameronmckinney@example.com,2024-01-04,PREMIUM,False
410,Sherry Johnson,nancygonzalez@example.org,2024-05-08,PREMIUM,False
411,Thomas Bush,micheal78@example.com,2025-07-05,VIP,False
412,Andre Watson,ethompson@example.net,2025-04-04,REGULAR,False
413,Ryan Green,mitchellpaul@example.org,2026-03-01,REGULAR,False
414,Cindy Walker,ericaadams@example.com,2025-02-21,PREMIUM,False
415,Tracy Fleming,pbuck@example.org,2025-05-28,REGULAR,False
416,David Trujillo,jennifer46@example.com,2026-02-27,PREMIUM,False
417,Daniel Turner,asilva@example.net,2026-08-08,PREMIUM,False
418,Sara Hoffman,kenneth17@example.org,2024-08-11,REGULAR,False
419,Frederick Hill,jacob83@example.org,2026-01-07,REGULAR,False
420,Lindsay Guerrero,jenniferrios@example.com,2024-05-19,PREMIUM,False
421,James Johnson,matthewreeves@example.net,2025-03-16,PREMIUM,False
422,Susan Powers,megan82@example.com,2023-11-23,REGULAR,False
423,David Stokes,staceylam@example.net,2023-11-14,PREMIUM,False
424,Patrick Parker,nathan94@example.com,2026-02-26,PREMIUM,False
425,Sean Silva,kennedyjames@example.org,2026-03-16,REGULAR,False
426,Edwin Brown,derrickgonzalez@example.com,2026-07-25,VIP,False
427,Victoria Thomas,kimberlyfreeman@example.net,2026-07-25,PREMIUM,False
428,Anthony Hayes,kathleenjackson@example.org,2025-01-26,REGULAR,False
429,Anita Mendez,epowell@example.com,2023-08-14,PREMIUM,False
430,Monica Dodson,katherine83@example.org,2025-08-19,PREMIUM,False
431,Danielle Steele,larry16@example.net,2025-05-15,REGULAR,False
432,Rodney Evans,stephen89@example.net,2024-08-13,REGULAR,False
433,Whitney Cooper,mhoward@example.org,2026-06-13,REGULAR,False
434,Jennifer Perez,jasonjohnson@example.net,2024-02-10,REGULAR,False
435,Matthew Johnson,kelsey90@example.net,2026-08-03,REGULAR,False
436,Martha Smith,butleromar@example.net,2024-05-12,PREMIUM,False
437,Christine Jennings,turnerdorothy@example.net,2025-03-01,REGULAR,False
438,Mercedes Barnes,huntchristine@example.com,2023-12-11,REGULAR,False
439,Craig Gonzalez,marie35@example.net,2024-10-31,REGULAR,False
440,Joshua Lozano,arivera@example.org,2025-08-14,REGULAR,False
441,Sara Caldwell,stacychan@example.org,2025-10-10,VIP,False
442,David Hall,joseph01@example.org,2026-03-24,REGULAR,False
443,Heather Rhodes,grodgers@example.org,2023-08-19,REGULAR,False
444,Matthew Murphy,rfriedman@example.net,2023-11-18,PREMIUM,False
445,Catherine Morales,ynelson@example.net,2026-02-26,REGULAR,False
446,Mariah Robles,andersonjessica@example.org,2023-11-30,REGULAR,False
447,Karen Carroll,ywhite@example.com,2025-06-09,REGULAR,False
448,Sheryl Acosta,timothyfreeman@example.com,2024-12-03,REGULAR,False
449,Matthew Smith,tiffanysantiago@example.com,2025-02-27,VIP,False
450,Lisa Reynolds,timothyalvarado@example.net,2024-10-03,VIP,False
451,Kristin Huerta,smithsarah@example.net,2026-02-24,REGULAR,False
452,Sheila Jones,vflores@example.com,2023-10-03,PREMIUM,False
453,Mason Powell,christianwallace@example.net,2024-12-12,REGULAR,False
454,Jillian Wilson,bmcgee@example.org,2024-10-24,REGULAR,False
455,Joshua Petersen,pamela83@example.net,2025-08-13,REGULAR,False
456,Heidi Brown,meganrivera@example.net,2025-05-27,PREMIUM,False
457,Heidi Chavez,malonejeffrey@example.com,2024-09-01,PREMIUM,False
458,Rebecca Kelley,jacqueline02@example.com,2024-01-09,PREMIUM,False
459,Mikayla Rodriguez,jacobconrad@example.com,2024-04-01,PREMIUM,False
460,Cheryl Morgan,owilliams@example.net,2025-05-15,PREMIUM,False
461,Joanna Barrett,tamarasmith@example.net,2023-10-01,PREMIUM,False
462,Sara Webb,heatherthompson@example.org,2023-11-30,REGULAR,False
463,Lisa Morris,mbarnes@example.net,2025-11-21,PREMIUM,False
464,Victor Waller,iballard@example.com,2025-05-30,REGULAR,False
465,Kayla Cameron,jennifer83@example.org,2024-03-25,REGULAR,False
466,Melissa Morse,tinasantos@example.org,2025-02-11,REGULAR,False
467,Erica Wilson,anna99@example.net,2025-09-25,REGULAR,False
468,Stephanie Ferguson,hstokes@example.org,2023-09-05,PREMIUM,False
469,Michael Gonzalez,tonyavega@example.org,2026-02-13,PREMIUM,False
470,Elizabeth Molina,howardshaun@example.net,2026-03-17,PREMIUM,False
471,Sharon Newton,yyoung@example.net,2024-06-19,REGULAR,False
472,Tammy Hughes,tammy00@example.net,2024-05-10,VIP,False
473,Priscilla Berg,rhondabush@example.net,2024-09-15,VIP,False
474,Nancy Gonzalez,kellythompson@example.net,2023-10-29,PREMIUM,False
475,Nancy Wilson,pattersonangela@example.org,2024-02-01,VIP,False
476,Abigail Owens,billmcfarland@example.net,2023-10-03,REGULAR,False
477,Lisa Stanley,jtyler@example.com,2023-10-27,REGULAR,False
478,Kelly Krueger,hartmanerik@example.net,2025-03-19,REGULAR,False
479,Daniel Lewis,mark43@example.net,2025-03-12,PREMIUM,False
480,Samantha Zavala MD,sean99@example.org,2026-06-24,PREMIUM,False
481,Erica Moon,cruzamber@example.com,2023-09-05,REGULAR,False
482,Patricia Robertson,stucker@example.net,2024-03-06,REGULAR,False
483,Tiffany Jackson,simsjason@example.net,2025-12-03,REGULAR,False
484,Jessica Garcia,elucas@example.net,2025-08-29,REGULAR,False
485,Mitchell Johnson,brownlaura@example.net,2023-10-25,PREMIUM,False
486,Susan Russell,bmccoy@example.com,2023-08-27,REGULAR,False
487,Kimberly May,avilabrenda@example.net,2026-02-23,REGULAR,False
488,Jonathan Roberts,catherine47@example.com,2024-10-15,REGULAR,False
489,Kara Ferguson,julierobles@example.net,2024-06-27,REGULAR,False
490,Elizabeth Eaton,susan08@example.net,2024-01-10,REGULAR,False
491,Kenneth Long,torreskaitlin@example.net,2024-08-19,PREMIUM,False
492,Matthew Hunt,jackjensen@example.com,2024-03-08,VIP,False
493,Robert Phelps,enewman@example.com,2025-08-14,PREMIUM,False
494,Craig Carpenter,michael31@example.com,2025-06-17,REGULAR,False
495,Emily Hayes,heather29@example.net,2024-09-11,REGULAR,False
496,Jeffrey Smith,kristenjoseph@example.net,2024-11-28,VIP,False
497,Brandy Quinn,wford@example.com,2025-01-23,REGULAR,False
498,Matthew Miller,michele28@example.org,2024-05-23,VIP,False
499,Angela Jones,atkinsoncrystal@example.net,2025-05-04,REGULAR,False
500,Christy Johnson,amy87@example.net,2025-12-05,REGULAR,False
501,Daniel Barton,dennis88@example.org,2024-10-16,REGULAR,False
502,Mary Charles,katherinetaylor@example.org,2024-02-21,REGULAR,False
503,Mary Faulkner,ccrosby@example.org,2025-11-20,PREMIUM,False
504,Dennis Young,aprilmoody@example.com,2025-01-04,PREMIUM,False
505,Anthony Hooper,dakota84@example.net,2024-05-23,REGULAR,False
506,Carrie Valdez,briana18@example.com,2024-09-24,PREMIUM,False
507,Kelli Gomez,tommy79@example.org,2025-02-09,REGULAR,False
508,Christopher Jones,jason22@example.com,2025-05-29,REGULAR,False
509,Mary Perry,jennifer77@example.com,2024-03-26,REGULAR,False
510,Roy Johnson,andersonbrittany@example.org,2025-06-28,PREMIUM,False
511,Kenneth Brown,sandra86@example.net,2026-07-06,REGULAR,False
512,Sherry Luna,stacey37@example.net,2026-08-01,REGULAR,False
513,Carolyn Greer,laurahoover@example.org,2025-06-22,REGULAR,False
514,Carol Jennings,ecarlson@example.org,2024-09-26,REGULAR,False
515,Alan Mills,mserrano@example.org,2024-02-19,PREMIUM,False
516,Linda Rich,davisdonna@example.net,2025-03-22,REGULAR,False
517,Todd Gregory,xboyd@example.org,2025-09-11,REGULAR,False
518,Todd Olson,zbell@example.net,2026-04-30,REGULAR,False
519,Laura Coleman,thomas31@example.com,2025-05-25,PREMIUM,False
520,Deanna Smith,lanedavid@example.org,2024-09-23,PREMIUM,False
521,Robert Ortiz,mooredenise@example.com,2024-05-21,PREMIUM,False
522,Krystal Carr,afischer@example.net,2025-12-15,REGULAR,False
523,Mr. Justin King,becky62@example.net,2023-12-17,VIP,False
524,Richard Avery,lewisrichard@example.com,2026-01-02,PREMIUM,False
525,Melinda Williams,aoconnell@example.org,2026-01-27,REGULAR,False
526,Kyle Davis,jeffrey19@example.org,2025-10-11,VIP,False
527,Jennifer Douglas,jennifer90@example.org,2025-07-10,REGULAR,False
528,Dakota Sandoval,james98@example.net,2025-09-12,PREMIUM,False
529,Megan Ward,cantrellchristopher@example.com,2025-12-10,VIP,False
530,James Willis,mclaughlincasey@example.org,2025-04-02,REGULAR,False
531,Kristin Aguilar,sylvia43@example.net,2026-06-29,REGULAR,False
532,Jared Smith,richardrodriguez@example.org,2025-02-10,PREMIUM,False
533,Bruce Palmer,nancy94@example.net,2024-12-06,REGULAR,False
534,John Sanchez,susan77@example.net,2026-03-10,REGULAR,False
535,Mr. James Kramer,ericahall@example.com,2024-11-03,PREMIUM,False
536,Joseph Haynes,john16@example.net,2025-11-06,PREMIUM,False
537,Justin White,michael94@example.org,2026-06-12,PREMIUM,False
538,Susan Porter,jimmyallen@example.com,2024-03-22,PREMIUM,False
539,David Montgomery,kimberlywilson@example.org,2025-08-18,REGULAR,False
540,Lisa Duran,charlesnathan@example.com,2025-01-29,REGULAR,False
541,Dr. Sheila Henry,raymond92@example.org,2025-03-07,REGULAR,False
542,Todd Johnson,phillip27@example.org,2025-09-12,REGULAR,False
543,Michael Smith,nicolasgarcia@example.com,2025-06-10,REGULAR,False
544,Joshua Young,vmullen@example.com,2024-02-26,VIP,False
545,Jason Goodwin,melissa47@example.org,2025-04-26,PREMIUM,False
546,Melissa Olsen,linda86@example.com,2024-03-10,REGULAR,False
547,Nancy Kennedy,thompsonvictor@example.net,2025-02-25,PREMIUM,False
548,Rachel Evans,rosshannah@example.org,2024-04-01,REGULAR,False
549,Ryan Davis,jordan58@example.net,2026-05-26,REGULAR,False
550,Alejandro Martinez,barbarasantos@example.net,2024-02-16,REGULAR,False
551,Heather Nunez,champton@example.org,2024-09-29,PREMIUM,False
552,Mark Thomas,daniellemcfarland@example.com,2025-06-30,PREMIUM,False
553,Sarah Jones,matthewedwards@example.net,2024-06-23,PREMIUM,False
554,Matthew Nelson,xnorman@example.net,2025-05-13,REGULAR,False
555,Jennifer White,martinezjimmy@example.com,2026-06-04,PREMIUM,False
556,Angela Jackson,davissharon@example.com,2025-04-01,REGULAR,False
557,James Hubbard,garciachristine@example.org,2025-07-26,REGULAR,False
558,Ellen Wright,scott22@example.net,2026-02-13,REGULAR,False
559,Matthew Dalton,michelle78@example.com,2025-04-01,PREMIUM,False
560,Travis Ryan,owelch@example.net,2024-11-27,PREMIUM,False
561,Kimberly Stout,zfernandez@example.org,2024-12-05,PREMIUM,False
562,David Torres,millskatherine@example.org,2024-08-19,VIP,False
563,Adam Weeks,xevans@example.com,2025-12-30,REGULAR,False
564,Rebecca Kelley,robertcastro@example.com,2024-05-08,PREMIUM,False
565,Maria Clayton,josehenderson@example.org,2025-02-25,REGULAR,False
566,Lisa Benson,lisa.benson@,2024-06-01,REGULAR,False
567,Kim Adams,melissawhite@example.com,2023-12-07,REGULAR,False
568,Jesse Graves,blopez@example.org,2023-10-02,REGULAR,False
569,Charlene Garcia,david70@example.org,2023-11-15,REGULAR,False
570,Daniel Fisher,dbolton@example.net,2025-12-23,REGULAR,False
571,Ryan Lynn,adamsphilip@example.net,2025-01-05,PREMIUM,False
572,Ryan Roth,martinezkayla@example.org,2024-10-03,REGULAR,False
573,Danielle Vang,stevenwise@example.net,2025-08-07,REGULAR,False
574,James Ali,eric08@example.net,2023-12-20,PREMIUM,False
575,Mr. Isaac Williams,teresayoung@example.com,2024-07-29,REGULAR,False
576,Donald Wilson,albertwilliams@example.net,2025-01-10,REGULAR,False
577,Jacqueline Davis,vincentparks@example.com,2026-05-25,REGULAR,False
578,Lori Brown DDS,martinezjesse@example.net,2025-12-20,REGULAR,False
579,Renee Gonzales,andrewgray@example.net,2024-01-03,REGULAR,False
580,Karina Kim,amy73@example.net,2024-02-29,REGULAR,False
581,Nicholas Hill,caseymoore@example.com,2026-01-23,REGULAR,False
582,Jordan Parsons,bgross@example.net,2026-03-05,REGULAR,False
583,Cynthia Le,example.com,2025-07-30,VIP,False
584,Jasmine Warren,jcannon@example.net,2024-06-14,PREMIUM,False
585,Frank Davis,williamssharon@example.org,2026-03-23,REGULAR,False
586,John Garcia,hbarrett@example.net,2025-09-15,REGULAR,False
587,Jacob Obrien,smithsamantha@example.net,2025-01-28,REGULAR,False
588,Angela Owen,wardjulia@example.com,2026-01-25,REGULAR,False
589,Amy Jensen,navarromary@example.org,2026-06-09,REGULAR,False
590,Anne Hardy,hlopez@example.net,2024-05-07,PREMIUM,False
591,Cassidy Curry,xreese@example.net,2025-05-01,REGULAR,False
592,Michele Simmons,jacksonhenry@example.com,2025-02-12,REGULAR,False
593,Kimberly Greene,rachel85@example.com,2024-11-02,REGULAR,False
594,Samantha Morris,annalewis@example.net,2026-05-20,REGULAR,False
595,Tyrone West,csmith@example.com,2025-05-22,VIP,False
596,Wendy Turner,tracey35@example.org,2025-12-01,VIP,False
597,Samantha Ellison,clintonstevens@example.org,2024-01-07,PREMIUM,False
598,Kevin Hall,christopher69@example.org,2025-10-21,REGULAR,False
599,Rebecca Thompson,larsonkevin@example.net,2026-01-10,REGULAR,False
600,Richard Weeks,michael66@example.org,2026-03-19,REGULAR,False
601,Danielle Golden,colemichael@example.org,2024-12-02,PREMIUM,True
602,Austin Joseph,crawfordwilliam@example.org,2025-02-06,REGULAR,True
603,William Evans,janet75@example.com,2024-08-25,REGULAR,True
604,Jennifer Miles,davidsonamanda@example.org,2024-06-08,REGULAR,True
605,Christopher Gonzalez,moniquewilliams@example.com,2026-03-24,REGULAR,True
606,David Beck,thomas85@example.com,2026-08-05,REGULAR,True
607,Mr. Justin King,becky62@example.net,2023-12-17,VIP,True
608,Mark Oliver,courtneyberger@example.net,2023-09-21,REGULAR,True
609,Joshua Young,vmullen@example.com,2024-02-26,VIP,True
