Customer ID,Customer Name,Segment,home_region,total_orders,total_quantity,total_sales,total_profit
JP-15520,Jeremy Pistek,Consumer,West,7,63,3635.54,757.18
JP-16135,Julie Prescott,Home Office,East,9,47,1707.66,309.71
JR-15670,Jim Radford,Consumer,West,2,14,1156.63,-785.16
JR-15700,Jocasta Rupert,Consumer,South,1,3,863.88,107.98
JR-16210,Justin Ritter,Corporate,West,5,41,2201.64,452.37
JS-15595,Jill Stevenson,Corporate,Central,4,35,1417.59,-175.55
JS-15685,Jim Sink,Corporate,South,4,42,1131.01,-54.87
JS-15880,John Stevenson,Consumer,Central,5,43,3868.03,564.98
JS-15940,Joni Sundaresam,Home Office,East,5,37,469.11,-327.93
JS-16030,Joy Smith,Consumer,Central,6,70,2516.45,-311.26
JW-15220,Jane Waco,Corporate,West,6,66,7721.66,2173.71
JW-15955,Joni Wasserman,Consumer,South,7,41,1244.05,-29.58
JW-16075,Julia West,Consumer,South,4,38,1428.63,154.06
KA-16525,Kelly Andreada,Consumer,East,7,57,1519.49,234.92
KB-16240,Karen Bern,Corporate,Central,7,34,3152.62,763.91
KB-16315,Karl Braun,Consumer,East,9,62,1569.39,49.72
KB-16405,Katrina Bavinger,Home Office,West,3,25,908.81,274.3
KB-16585,Ken Black,Corporate,West,12,102,2744.69,579.36
KB-16600,Ken Brennan,Corporate,Central,7,29,983.95,293.55
KC-16255,Karen Carlisle,Corporate,South,6,40,2120.95,846.12
KC-16540,Kelly Collister,Consumer,West,4,28,3908.26,709.42
KC-16675,Kimberly Carter,Corporate,South,4,40,1145.95,156.78
KD-16270,Karen Daniels,Consumer,Central,5,64,8282.29,1107.7
KD-16345,Katherine Ducich,Consumer,East,6,36,1888.94,328.59
KD-16495,Keith Dawkins,Corporate,West,12,84,8181.19,3038.63
KD-16615,Ken Dana,Corporate,West,5,56,2243.49,539.72
KE-16420,Katrina Edelman,Corporate,West,8,67,1686.69,397.88
KF-16285,Karen Ferguson,Home Office,West,7,67,10604.19,1660.14
KH-16330,Katharine Harms,Corporate,East,8,70,3312.85,454.79
KH-16360,Katherine Hughes,Consumer,Central,6,40,3100.59,528.21
KH-16510,Keith Herrera,Consumer,West,7,91,5952.78,656.12
KH-16630,Ken Heidel,Corporate,East,9,84,3918.87,727.38
KH-16690,Kristen Hastings,Corporate,West,7,69,5990.74,1227.51
KL-16555,Kelly Lampkin,Corporate,South,8,84,5016.45,-182.78
KL-16645,Ken Lonsdale,Consumer,Central,12,113,14175.12,806.86
KM-16225,Kalyca Meade,Corporate,East,6,72,2260.95,635.11
KM-16375,Katherine Murray,Home Office,West,8,69,5620.18,973.79
KM-16660,Khloe Miller,Consumer,West,5,30,453.54,91.14
KM-16720,Kunst Miller,Consumer,West,8,98,4909.4,745.77
KN-16390,Katherine Nockton,Corporate,East,9,56,2617.2,-151.15
KN-16450,Kean Nguyen,Corporate,West,5,49,2171.9,114.31
KN-16705,Kristina Nunn,Home Office,West,8,55,2280.55,329.76
KS-16300,Karen Seio,Corporate,South,3,10,88.45,0.11
KT-16465,Kean Takahito,Consumer,West,7,45,3057.02,254.0
KT-16480,Kean Thornton,Consumer,East,10,37,4642.08,194.07
KW-16435,Katrina Willman,Consumer,East,5,42,4416.54,1756.14
KW-16570,Kelly Williams,Consumer,South,4,22,449.12,107.93
LA-16780,Laura Armstrong,Corporate,Central,11,105,8673.14,2059.12
LB-16735,Larry Blacks,Consumer,Central,3,12,50.17,18.65
LB-16795,Laurel Beltran,Home Office,West,8,76,4985.71,-52.19
LC-16870,Lena Cacioppo,Consumer,West,8,113,2580.63,-188.25
LC-16885,Lena Creighton,Consumer,West,12,93,7663.02,1288.35
LC-16930,Linda Cazamias,Corporate,West,8,52,4492.94,288.27
LC-16960,Lindsay Castell,Home Office,South,4,30,3246.63,299.48
LC-17050,Liz Carlisle,Consumer,West,5,43,2095.02,86.78
LC-17140,Logan Currie,Consumer,East,9,62,2633.53,231.13
LD-16855,Lela Donovan,Corporate,Central,1,3,5.31,0.46
LD-17005,Lisa DeCherney,Consumer,East,4,25,1961.93,557.17
LE-16810,Laurel Elliston,Consumer,Central,6,32,1469.45,161.76
LF-17185,Luke Foster,Consumer,Central,7,69,3930.49,-3583.98
LH-16750,Larry Hughes,Consumer,South,3,12,287.4,12.63
LH-16900,Lena Hernandez,Consumer,South,9,64,2295.25,526.07
LH-17020,Lisa Hazard,Consumer,West,4,34,318.22,-242.74
LH-17155,Logan Haushalter,Consumer,West,9,44,1739.66,316.52
LL-16840,Lauren Leatherbury,Consumer,South,6,50,2741.21,560.01
LM-17065,Liz MacKendrick,Consumer,South,5,32,1346.75,-44.88
LO-17170,Lori Olson,Corporate,Central,5,34,644.39,150.17
LP-17080,Liz Pelletier,Consumer,West,4,39,756.58,110.78
LP-17095,Liz Preis,Consumer,Central,7,52,3653.35,338.45
LR-16915,Lena Radford,Consumer,West,6,64,5142.84,535.48
LR-17035,Lisa Ryan,Corporate,West,5,44,1879.25,-382.81
LS-16945,Linda Southworth,Corporate,West,6,51,2845.22,-318.77
LS-16975,Lindsay Shagiari,Home Office,Central,9,63,2988.68,262.64
LS-17200,Luke Schmidt,Corporate,Central,6,54,1010.23,244.2
LS-17230,Lycoris Saunders,Consumer,Central,3,16,368.87,39.2
LS-17245,Lynn Smith,Consumer,East,6,47,1008.07,348.36
LT-16765,Larry Tron,Consumer,West,3,8,329.86,59.04
LT-17110,Liz Thompson,Consumer,West,8,63,2936.19,320.97
LW-16825,Laurel Workman,Corporate,West,5,50,2238.04,32.58
LW-16990,Lindsay Williams,Corporate,West,6,38,3230.27,662.83
LW-17125,Liz Willingham,Consumer,South,3,15,1259.04,192.63
LW-17215,Luke Weiss,Consumer,East,7,59,5420.54,837.24
MA-17560,Matt Abelman,Home Office,Central,11,117,4299.1,1240.23
MA-17995,Michelle Arnett,Home Office,West,6,42,2453.25,280.78
MB-17305,Maria Bertelson,Consumer,East,10,63,1548.61,212.42
MB-18085,Mick Brown,Consumer,South,7,39,1428.18,117.81
MC-17275,Marc Crier,Consumer,West,8,54,2725.91,461.0
MC-17425,Mark Cousins,Corporate,South,5,48,4432.1,1802.39
MC-17575,Matt Collins,Consumer,East,8,40,1303.88,210.75
MC-17590,Matt Collister,Corporate,Central,6,47,2426.02,288.98
MC-17605,Matt Connell,Corporate,South,8,60,2258.11,195.45
MC-17635,Matthew Clasen,Corporate,Central,4,33,795.12,-247.94
MC-17845,Michael Chen,Consumer,West,7,45,3805.69,698.42
MC-18100,Mick Crebagga,Consumer,Central,10,73,2218.98,-64.17
MC-18130,Mike Caudle,Corporate,West,5,34,1581.97,121.76
MD-17350,Maribeth Dona,Consumer,East,7,64,3766.39,-241.95
MD-17860,Michael Dominguez,Corporate,Central,5,45,1204.88,-4.04
ME-17320,Maria Etezadi,Home Office,South,10,82,10663.71,1859.47
ME-17725,Max Engle,Consumer,West,8,46,1908.43,77.81
ME-18010,Michelle Ellison,Corporate,West,4,15,1256.91,107.36
MF-17665,Maureen Fritzler,Corporate,East,5,36,937.07,-341.53
MF-18250,Monica Federle,Corporate,South,5,38,1758.24,456.86
MG-17650,Matthew Grinstein,Home Office,Central,7,57,3785.24,341.9
MG-17680,Maureen Gastineau,Home Office,East,4,25,2350.14,25.89
MG-17695,Maureen Gnade,Consumer,East,3,23,1342.27,-398.79
MG-17875,Michael Grace,Home Office,South,5,23,1242.87,-470.77
MG-17890,Michael Granlund,Home Office,West,9,35,776.36,171.74
MG-18145,Mike Gockenbach,Consumer,East,4,42,3061.49,-93.6
MG-18205,Mitch Gastineau,Corporate,South,1,8,16.71,-1.25
MH-17290,Marc Harrigan,Home Office,West,6,55,2393.94,28.76
MH-17440,Mark Haberlin,Corporate,South,4,25,400.04,61.43
MH-17455,Mark Hamilton,Consumer,East,8,45,2456.18,484.77
MH-17620,Matt Hagelstein,Corporate,West,4,19,1252.82,122.36
MH-17785,Maya Herman,Corporate,East,7,42,2203.73,238.56
MH-18025,Michelle Huthwaite,Consumer,West,5,31,2984.93,476.9
MH-18115,Mick Hernandez,Home Office,Central,9,79,5503.08,170.97
MJ-17740,Max Jones,Consumer,West,7,50,6320.73,1054.55
MK-17905,Michael Kennedy,Corporate,South,8,73,2302.31,-405.36
MK-18160,Mike Kennedy,Consumer,South,4,43,1031.61,227.83
ML-17395,Marina Lichtenstein,Corporate,West,9,72,2722.81,684.92
ML-17410,Maris LaWare,Consumer,West,6,51,2921.45,-76.18
ML-17755,Max Ludwig,Home Office,South,7,53,2071.89,409.51
ML-18040,Michelle Lonsdale,Corporate,West,3,18,742.07,138.72
ML-18265,Muhammed Lee,Consumer,West,2,7,162.22,42.66
MM-17260,Magdelene Morse,Consumer,East,4,17,1314.01,178.4
MM-17920,Michael Moore,Consumer,East,11,68,3793.97,82.12
MM-18055,Michelle Moray,Consumer,West,8,73,2749.85,-520.34
MM-18280,Muhammed MacIntyre,Corporate,Central,9,32,775.35,58.89
MN-17935,Michael Nguyen,Consumer,Central,6,36,2477.96,290.82
MO-17500,Mary O'Rourke,Consumer,East,4,15,922.5,59.36
MO-17800,Meg O'Connel,Home Office,Central,8,49,1686.97,169.34
MO-17950,Michael Oakman,Consumer,Central,2,14,154.29,-82.01
MP-17470,Mark Packer,Home Office,East,7,77,3206.13,600.29
MP-17965,Michael Paige,Corporate,Central,9,62,3983.57,638.16
MP-18175,Mike Pelletier,Home Office,West,9,78,5087.87,226.45
MR-17545,Mathew Reese,Home Office,East,4,29,639.19,162.94
MS-17365,Maribeth Schnelling,Consumer,West,10,105,7443.71,844.94
MS-17530,MaryBeth Skach,Consumer,West,4,21,475.68,84.03
MS-17710,Maurice Satty,Consumer,Central,6,48,1613.33,247.43
MS-17770,Maxwell Schwartz,Consumer,East,9,73,3144.63,280.86
MS-17830,Melanie Seite,Consumer,Central,4,14,370.34,19.43
MS-17980,Michael Stewart,Corporate,East,6,49,855.07,55.23
MT-17815,Meg Tillman,Consumer,West,6,31,2890.14,509.01
MT-18070,Michelle Tran,Home Office,Central,4,44,1319.4,-23.68
MV-17485,Mark Van Huff,Consumer,West,9,52,1560.03,189.03
MV-18190,Mike Vittorini,Consumer,West,7,37,1734.55,273.86
MW-18220,Mitch Webber,Consumer,East,7,51,5341.87,1238.42
MW-18235,Mitch Willingham,Corporate,South,2,13,5253.87,1665.52
MY-17380,Maribeth Yedwab,Corporate,West,7,49,2254.22,319.12
MY-18295,Muhammed Yedwab,Corporate,Central,11,89,4152.67,-371.71
MZ-17335,Maria Zettner,Home Office,West,4,11,593.6,85.02
MZ-17515,Mary Zewe,Corporate,West,6,39,2564.9,787.75
NB-18580,Nicole Brennan,Corporate,East,2,7,273.86,24.79
NB-18655,Nona Balk,Corporate,Central,9,64,1972.55,117.64
NC-18340,Nat Carroll,Consumer,Central,5,54,2461.38,580.31
NC-18415,Nathan Cano,Consumer,South,6,38,2218.99,-2204.81
NC-18535,Nick Crebassa,Corporate,West,7,64,8241.7,1314.76
NC-18625,Noah Childs,Corporate,Central,5,29,1821.7,-359.02
ND-18370,Natalie DeCherney,Consumer,West,9,63,4326.05,353.65
ND-18460,Neil Ducich,Corporate,South,6,36,2893.46,443.34
NF-18385,Natalie Fritzler,Consumer,South,7,52,8322.81,-1695.97
NF-18475,Neil Französisch,Home Office,Central,4,13,377.17,85.93
NF-18595,Nicole Fjeld,Home Office,East,7,55,2031.4,388.21
NG-18355,Nat Gilpin,Corporate,East,5,45,1869.61,313.63
NG-18430,Nathan Gelder,Consumer,Central,5,41,1395.88,217.09
NH-18610,Nicole Hansen,Corporate,Central,7,52,2673.27,760.17
NK-18490,Neil Knudson,Home Office,West,7,51,572.04,121.22
NL-18310,Nancy Lomonaco,Home Office,West,4,44,1418.07,343.64
NM-18445,Nathan Mautz,Home Office,East,7,44,6459.34,2751.68
NM-18520,Neoma Murray,Consumer,West,10,60,2161.95,788.95
NP-18325,Naresj Patel,Consumer,East,6,77,5529.56,1208.89
NP-18670,Nora Paige,Consumer,Central,5,46,3908.4,514.6
NP-18685,Nora Pelletier,Home Office,East,6,23,1228.69,514.5
NP-18700,Nora Preis,Consumer,West,7,63,7903.1,631.23
NR-18550,Nick Radford,Consumer,South,5,37,2367.28,-25.15
NS-18505,Neola Schneider,Consumer,Central,4,52,2575.79,-12.3
NS-18640,Noel Staavos,Corporate,East,13,113,2964.8,-234.77
NW-18400,Natalie Webber,Consumer,East,7,78,7233.94,1023.12
NZ-18565,Nick Zandusky,Home Office,West,9,77,2488.31,402.42
ON-18715,Odella Nelson,Corporate,East,9,58,1567.56,-5.89
OT-18730,Olvera Toch,Consumer,West,5,51,3818.6,-925.12
PA-19060,Pete Armstrong,Home Office,Central,6,27,729.39,225.86
PB-18805,Patrick Bzostek,Home Office,West,3,54,740.32,229.23
PB-19105,Peter Bühler,Consumer,Central,4,18,688.28,218.16
PB-19150,Philip Brown,Consumer,West,8,54,1456.95,280.66
PB-19210,Phillip Breyer,Corporate,Central,2,10,132.75,21.9
PC-18745,Pamela Coakley,Corporate,West,4,22,1832.04,272.68
PC-19000,Pauline Chand,Home Office,West,2,18,1061.48,-184.34
PF-19120,Peter Fuller,Consumer,East,4,75,9062.78,-614.29
PF-19165,Philip Fox,Consumer,West,6,34,2770.0,196.87
PF-19225,Phillip Flathmann,Consumer,West,5,32,2206.12,591.31
PG-18820,Patrick Gardner,Consumer,West,13,83,3086.85,137.46
PG-18895,Paul Gonzalez,Consumer,West,9,61,1987.17,334.52
PH-18790,Patricia Hirasaki,Home Office,South,1,6,729.63,47.89
PJ-18835,Patrick Jones,Corporate,South,8,46,1220.11,442.14
PJ-19015,Pauline Johnson,Consumer,East,7,25,1824.21,683.0
PK-18910,Paul Knutson,Home Office,East,2,14,1441.12,-798.7
PK-19075,Pete Kriz,Consumer,East,12,107,8646.79,2038.27
PL-18925,Paul Lucas,Home Office,East,5,29,239.43,-0.75
PM-18940,Paul MacIntyre,Consumer,Central,3,16,1405.42,157.88
PM-19135,Peter McVee,Home Office,East,4,36,4115.62,526.75
PN-18775,Parhena Norris,Home Office,South,8,47,1467.06,192.04
PO-18850,Patrick O'Brill,Consumer,South,11,91,7473.72,38.48
PO-18865,Patrick O'Donnell,Consumer,East,7,54,2493.18,437.85
PO-19180,Philisse Overcash,Home Office,Central,9,65,4892.99,1155.43
PO-19195,Phillina Ober,Home Office,East,5,32,1056.83,-49.7
PP-18955,Paul Prost,Home Office,East,10,138,7252.49,1495.09
PR-18880,Patrick Ryan,Consumer,West,5,43,1840.22,247.62
PS-18760,Pamela Stobb,Consumer,East,6,75,2181.47,-134.44
PS-18970,Paul Stevenson,Home Office,West,8,52,1278.62,198.51
PS-19045,Penelope Sewall,Home Office,South,7,47,6843.58,1742.73
PT-19090,Pete Takahito,Consumer,South,4,19,160.56,-20.05
PV-18985,Paul Van Hugh,Home Office,West,5,52,2875.99,434.53
PW-19030,Pauline Webber,Corporate,East,10,48,3454.93,803.82
PW-19240,Pierre Wener,Consumer,East,7,39,3922.39,1290.35
QJ-19255,Quincy Jones,Corporate,East,9,61,6108.3,1203.68
RA-19285,Ralph Arnett,Consumer,West,9,58,2617.85,546.09
RA-19885,Ruben Ausman,Corporate,South,7,53,3832.3,1292.87
RA-19915,Russell Applegate,Consumer,Central,9,75,4793.58,304.87
RA-19945,Ryan Akin,Consumer,South,5,27,1686.87,-445.7
RB-19330,Randy Bradley,Consumer,Central,2,16,1008.18,-164.41
RB-19360,Raymond Buch,Consumer,East,6,71,15117.33,6976.1
RB-19435,Richard Bierner,Consumer,West,8,66,2663.1,477.24
RB-19465,Rick Bensley,Home Office,Central,12,85,4715.48,640.55
RB-19570,Rob Beeghly,Consumer,Central,5,35,528.52,76.89
RB-19645,Robert Barroso,Corporate,South,5,29,221.0,72.68
RB-19705,Roger Barcio,Home Office,East,4,22,2067.45,243.08
RB-19795,Ross Baird,Home Office,South,8,92,5633.18,-461.73
RC-19825,Roy Collins,Consumer,West,6,29,966.4,63.99
RC-19960,Ryan Crowe,Consumer,East,6,44,885.66,10.56
RD-19480,Rick Duston,Consumer,West,8,60,4272.89,480.59
RD-19585,Rob Dowd,Consumer,South,10,73,2912.88,734.52
RD-19660,Robert Dilbeck,Home Office,Central,5,23,2786.58,835.77
RD-19720,Roger Demir,Consumer,West,10,78,1419.7,207.33
RD-19810,Ross DeVincentis,Home Office,South,8,63,1137.57,318.46
RD-19900,Ruben Dartt,Consumer,West,9,85,3133.88,455.53
RD-19930,Russell D'Ascenzo,Consumer,Central,4,33,970.9,35.06
RE-19405,Ricardo Emerson,Consumer,East,1,5,48.35,6.04
RE-19450,Richard Eichhorn,Consumer,Central,5,47,876.66,209.23
RF-19345,Randy Ferguson,Corporate,South,8,67,3309.16,633.71
RF-19735,Roland Fjeld,Consumer,Central,7,53,2341.29,711.62
RF-19840,Roy Französisch,Consumer,South,8,45,945.22,280.03
RH-19495,Rick Hansen,Consumer,East,5,38,3621.38,563.79
RH-19510,Rick Huthwaite,Home Office,West,6,43,6979.17,1289.45
RH-19555,Ritsa Hightower,Consumer,South,2,11,740.36,0.31
RH-19600,Rob Haberlin,Consumer,South,3,43,2085.76,172.63
RK-19300,Ralph Kennedy,Consumer,Central,3,29,1460.18,269.69
RL-19615,Rob Lucas,Consumer,Central,8,101,6234.77,488.15
RM-19375,Raymond Messe,Consumer,East,6,29,1453.47,392.15
RM-19675,Robert Marley,Home Office,East,5,39,5979.08,1902.54
RM-19750,Roland Murray,Consumer,East,1,4,98.35,28.69
RO-19780,Rose O'Brian,Consumer,Central,7,48,3815.44,-1262.57
RP-19270,Rachel Payne,Corporate,West,4,47,954.6,59.54
RP-19390,Resi Pölking,Consumer,East,12,88,5153.03,465.25
RP-19855,Roy Phan,Corporate,Central,8,61,2170.68,594.59
RR-19315,Ralph Ritter,Consumer,Central,2,7,615.92,-73.83
RR-19525,Rick Reed,Corporate,East,6,36,3302.29,721.68
RS-19420,Ricardo Sperren,Corporate,East,5,29,3221.29,633.45
RS-19765,Roland Schwarz,Corporate,South,8,54,4159.78,1206.39
RS-19870,Roy Skaria,Home Office,Central,2,10,22.34,9.58
RW-19540,Rick Wilson,Corporate,West,7,89,7397.35,1586.63
RW-19630,Rob Williams,Corporate,Central,9,53,3279.74,698.83
RW-19690,Robert Waldorf,Consumer,Central,5,61,3495.64,707.55
SA-20830,Sue Ann Reed,Consumer,South,10,75,4767.28,610.15
SB-20170,Sarah Bern,Consumer,East,3,24,1348.04,157.67
SB-20185,Sarah Brown,Consumer,West,6,45,6411.01,885.46
SB-20290,Sean Braxton,Corporate,East,7,84,8057.78,-2082.75
SC-20020,Sam Craven,Consumer,Central,5,62,3362.85,-317.05
SC-20050,Sample Company A,Home Office,West,9,61,4624.49,1011.74
SC-20095,Sanjit Chand,Consumer,West,9,87,14142.29,5757.41
SC-20230,Scot Coram,Corporate,West,4,49,4371.91,440.14
SC-20260,Scott Cohen,Corporate,West,8,63,3729.72,671.0
SC-20305,Sean Christensen,Consumer,Central,7,64,3978.95,229.16
SC-20380,Shahid Collister,Consumer,South,9,80,5992.55,236.66
SC-20440,Shaun Chance,Corporate,East,7,44,1874.94,379.56
SC-20575,Sonia Cooley,Consumer,South,5,30,902.73,100.23
SC-20680,Steve Carroll,Home Office,West,6,26,1254.64,370.16
SC-20695,Steve Chapman,Corporate,Central,10,66,2576.35,611.83
SC-20725,Steven Cartwright,Consumer,West,11,133,5226.21,1276.65
SC-20770,Stewart Carmichael,Corporate,East,7,75,4492.64,-671.19
SC-20800,Stuart Calhoun,Consumer,Central,4,11,279.25,51.83
SC-20845,Sung Chung,Consumer,West,2,13,280.6,31.18
SD-20485,Shirley Daniels,Home Office,Central,9,82,6121.13,1985.17
SE-20110,Sanjit Engle,Consumer,West,11,78,12209.51,2650.68
SF-20065,Sandra Flanagan,Consumer,East,7,35,763.54,228.16
SF-20200,Sarah Foster,Consumer,West,9,74,3422.72,286.9
SF-20965,Sylvia Foulston,Corporate,Central,9,66,3336.52,539.94
SG-20080,Sandra Glassco,Consumer,West,3,30,3406.55,570.44
SG-20470,Sheri Gordon,Consumer,South,8,62,1884.76,-119.01
SG-20605,Speros Goranitis,Consumer,East,6,49,3124.79,463.27
SG-20890,Susan Gilcrest,Corporate,Central,3,17,47.92,-3.71
SH-19975,Sally Hughsby,Corporate,West,13,113,3406.74,558.47
SH-20395,Shahid Hopkins,Consumer,East,10,45,2180.7,-144.52
SH-20635,Stefanie Holloman,Corporate,South,2,16,2096.35,260.63
SJ-20125,Sanjit Jacobs,Home Office,South,12,104,3949.58,144.12
SJ-20215,Sarah Jordon,Consumer,Central,6,35,1341.01,-23.51
SJ-20500,Shirley Jackson,Consumer,West,5,30,1318.79,68.1
SK-19990,Sally Knutson,Consumer,East,3,19,883.38,168.79
SL-20155,Sara Luxemburg,Home Office,South,7,30,3052.98,527.97
SM-20005,Sally Matthias,Consumer,East,4,26,244.47,-26.59
SM-20320,Sean Miller,Home Office,South,5,50,25042.93,-1980.74
SM-20905,Susan MacKendrick,Consumer,East,1,20,1043.02,-237.29
SM-20950,Suzanne McNair,Corporate,East,12,94,5563.39,581.57
SN-20560,Skye Norling,Home Office,West,6,67,1860.42,-716.86
SN-20710,Steve Nguyen,Home Office,Central,7,89,3128.0,481.75
SO-20335,Sean O'Donnell,Consumer,South,6,52,2602.54,-81.09
SP-20545,Sibella Parks,Corporate,East,6,43,1306.07,-118.78
SP-20620,Stefania Perrino,Corporate,East,9,77,5440.25,-270.43
SP-20650,Stephanie Phelps,Corporate,West,9,71,1872.38,268.48
SP-20860,Sung Pak,Corporate,East,10,80,4282.82,566.72
SP-20920,Susan Pistek,Consumer,East,6,57,3990.73,14.69
SR-20425,Sharelle Roach,Home Office,West,5,34,3233.49,-3333.91
SR-20740,Steven Roelle,Home Office,Central,8,50,4345.87,1990.42
SS-20140,Saphhira Shifley,Corporate,South,8,86,1324.02,332.35
SS-20410,Shahid Shariari,Consumer,Central,6,46,3056.8,-1010.97
SS-20515,Shirley Schmidt,Home Office,South,3,36,613.4,199.93
SS-20590,Sonia Sunley,Consumer,West,6,17,418.49,135.54
SS-20875,Sung Shariari,Consumer,East,5,39,964.59,-75.59
ST-20530,Shui Tom,Consumer,East,7,33,433.26,84.44
SU-20665,Stephanie Ulpright,Home Office,Central,7,61,2595.28,763.47
SV-20365,Seth Vernon,Consumer,East,10,109,11470.92,1199.42
SV-20785,Stewart Visinsky,Consumer,East,9,91,4105.22,485.03
SV-20815,Stuart Van,Corporate,Central,4,24,1271.07,199.65
SV-20935,Susan Vittorini,Consumer,East,8,66,1903.37,106.89
SW-20245,Scot Wooten,Consumer,East,7,33,1085.03,-19.61
SW-20275,Scott Williamson,Consumer,East,6,28,1966.65,332.87
SW-20350,Sean Wendt,Home Office,Central,3,25,1019.02,95.84
SW-20455,Shaun Weien,Consumer,West,7,18,2921.52,793.65
SW-20755,Steven Ward,Corporate,East,2,27,758.68,68.24
SZ-20035,Sam Zeldin,Home Office,Central,11,69,3625.29,366.43
TA-21385,Tom Ashbrook,Home Office,East,4,36,14595.62,4703.79
TB-21055,Ted Butterfield,Consumer,East,5,66,1467.85,390.21
TB-21175,Thomas Boland,Corporate,South,4,36,3589.26,829.16
TB-21190,Thomas Brumley,Home Office,West,4,23,816.16,179.0
TB-21250,Tim Brockman,Consumer,West,7,74,1602.26,260.62
TB-21280,Toby Braunhardt,Consumer,East,6,35,2198.42,490.96
TB-21355,Todd Boyes,Corporate,East,5,44,834.31,268.97
TB-21400,Tom Boeckenhauer,Consumer,West,7,55,9134.0,2798.37
TB-21520,Tracy Blumstein,Consumer,East,9,85,4737.41,-1603.05
TB-21595,Troy Blackwell,Consumer,Central,5,29,1387.53,-136.41
TB-21625,Trudy Brown,Consumer,East,9,60,2797.64,379.88
TC-20980,Tamara Chand,Corporate,Central,5,42,19052.2,8981.32
TC-21145,Theresa Coyne,Corporate,East,1,17,1038.26,265.53
TC-21295,Toby Carlisle,Consumer,West,8,63,4266.79,606.37
TC-21475,Tony Chapman,Home Office,West,9,45,1245.01,119.1
TC-21535,Tracy Collins,Home Office,West,7,28,742.56,217.93
TD-20995,Tamara Dahlen,Consumer,Central,9,67,1434.43,88.19
TG-21310,Toby Gnade,Consumer,West,5,30,3058.33,682.17
TG-21640,Trudy Glocke,Consumer,West,4,50,2074.64,365.72
TH-21100,Thea Hendricks,Consumer,West,5,29,2422.75,-135.21
TH-21115,Thea Hudgings,Corporate,East,4,29,2942.76,-252.55
TH-21235,Tiffany House,Corporate,Central,8,40,1022.15,92.73
TH-21550,Tracy Hopkins,Home Office,East,7,44,4234.1,-571.97
TM-21010,Tamara Manning,Consumer,West,8,67,2955.22,573.3
TM-21490,Tony Molinari,Consumer,East,3,12,1094.68,292.52
TN-21040,Tanja Norvell,Home Office,West,7,48,3130.19,-692.05
TP-21130,Theone Pippenger,Consumer,Central,9,55,4454.07,1129.13
TP-21415,Tom Prescott,Consumer,Central,5,39,5329.08,-1087.39
TP-21565,Tracy Poddar,Corporate,West,4,48,1936.66,139.23
TR-21325,Toby Ritter,Consumer,West,5,22,675.93,220.36
TS-21085,Thais Sissman,Consumer,West,2,4,4.84,-3.32
TS-21160,Theresa Swint,Corporate,East,6,60,2163.57,260.87
TS-21205,Thomas Seio,Corporate,West,7,67,5371.06,862.89
TS-21340,Toby Swindell,Consumer,West,5,51,974.68,-184.98
TS-21370,Todd Sumrall,Corporate,East,6,59,11891.73,2371.71
TS-21430,Tom Stivers,Corporate,West,5,31,2054.12,48.7
TS-21505,Tony Sayre,Consumer,West,6,54,2243.25,11.38
TS-21610,Troy Staebel,Consumer,West,7,44,2820.42,-294.7
TS-21655,Trudy Schmidt,Consumer,Central,5,52,3368.11,220.92
TT-21070,Ted Trevino,Consumer,West,7,66,4915.49,751.96
TT-21220,Thomas Thornton,Consumer,Central,8,55,1426.99,278.74
TT-21265,Tim Taslimi,Corporate,West,3,8,439.5,93.92
TT-21460,Tonja Turnell,Home Office,Central,7,48,5364.79,1124.5
TW-21025,Tamara Willingham,Home Office,West,7,57,5278.71,737.39
TZ-21580,Tracy Zic,Consumer,West,4,30,1707.25,224.89
VB-21745,Victoria Brennan,Corporate,Central,6,37,2005.61,371.24
VD-21670,Valerie Dominguez,Consumer,West,6,71,6442.2,1617.79
VF-21715,Vicky Freymann,Home Office,West,5,35,847.95,-96.28
VG-21790,Vivek Gonzalez,Consumer,West,6,32,845.97,143.63
VG-21805,Vivek Grady,Corporate,East,5,16,427.35,-52.33
VM-21685,Valerie Mitchum,Home Office,West,7,37,2454.84,513.53
VM-21835,Vivian Mathis,Consumer,East,5,25,380.67,116.64
VP-21730,Victor Preis,Home Office,East,3,18,993.89,205.39
VP-21760,Victoria Pisteka,Corporate,East,7,65,3360.49,-1018.78
VS-21820,Vivek Sundaresam,Consumer,Central,4,38,1055.97,-262.81
VT-21700,Valerie Takahito,Home Office,East,2,42,1736.56,-224.09
VW-21775,Victoria Wilson,Corporate,East,10,77,6134.04,-874.66
WB-21850,William Brown,Consumer,West,11,146,6160.02,714.33
XP-21865,Xylona Preis,Consumer,West,11,100,2374.61,621.23
YC-21895,Yoseph Carroll,Corporate,East,5,31,5454.34,1305.63
YS-21880,Yana Sorensen,Corporate,West,8,58,6720.39,1778.29
ZC-21910,Zuschuss Carroll,Consumer,West,13,105,8025.63,-1032.15
ZD-21925,Zuschuss Donatelli,Consumer,West,5,32,1493.91,249.13
