user_id,transaction_date,region,city,product_category,sale_amount,store_id,price,age,subscription,status,raw_timestamp,email,username
LC-16870,8/12/2016,Central,Des Moines,Office Supplies,6.48,ST_50315,6.48,32,Standard,,2016-08-12 12:00:00,lc-16870@example.com,lc-16870
CY-12745,8/15/2016,West,Oakland,Technology,71.976,ST_94601,71.976,22,Standard,Inactive,2016-08-15 12:00:00,cy-12745@example.com,cy-12745
CY-12745,8/15/2016,West,Oakland,Office Supplies,3.15,ST_94601,3.15,46,Basic,Inactive,2016-08-15 12:00:00,cy-12745@example.com,cy-12745
LW-16990,6/4/2017,South,Monroe,Furniture,31.984,ST_28110,31.984,52,Standard,,2017-06-04 12:00:00,lw-16990@example.com,lw-16990
LW-16990,6/4/2017,South,Monroe,Technology,71.984,ST_28110,71.984,44,Basic,Active,2017-06-04 12:00:00,lw-16990@example.com,lw-16990
NP-18325,12/6/2015,West,San Diego,Office Supplies,120.15,ST_92105,120.15,44,Basic,Active,2015-12-06 12:00:00,np-18325@example.com,np-18325
NP-18325,12/6/2015,West,San Diego,Technology,219.184,ST_92105,219.184,25,Basic,Active,2015-12-06 12:00:00,np-18325@example.com,np-18325
BT-11485,12/27/2015,East,Clinton,Office Supplies,28.9,ST_20735,28.9,49,Premium,Inactive,2015-12-27 12:00:00,bt-11485@example.com,bt-11485
BT-11485,12/27/2015,East,Clinton,Office Supplies,355.96,ST_20735,355.96,37,Premium,Active,2015-12-27 12:00:00,bt-11485@example.com,bt-11485
PS-19045,1/21/2017,South,Charlotte,Office Supplies,348.208,ST_28205,348.208,27,Standard,Active,2017-01-21 12:00:00,ps-19045@example.com,ps-19045
PS-19045,1/21/2017,South,Charlotte,Office Supplies,35.784,ST_28205,35.784,30,Standard,Inactive,2017-01-21 12:00:00,ps-19045@example.com,ps-19045
NS-18640,6/25/2014,West,Los Angeles,Furniture,447.84,ST_90049,447.84,46,Standard,Active,2014-06-25 12:00:00,ns-18640@example.com,ns-18640
PV-18985,6/14/2016,West,San Francisco,Office Supplies,7.04,ST_94122,7.04,52,Premium,Active,2016-06-14 12:00:00,pv-18985@example.com,pv-18985
PV-18985,6/14/2016,West,San Francisco,Furniture,8.73,ST_94122,8.73,25,Premium,Active,2016-06-14 12:00:00,,pv-18985
PV-18985,6/14/2016,West,San Francisco,Technology,29.29,ST_94122,29.29,46,Standard,Active,2016-06-14 12:00:00,pv-18985@example.com,pv-18985
PV-18985,6/14/2016,West,San Francisco,Office Supplies,8.64,ST_94122,8.64,48,Premium,Active,2016-06-14 12:00:00,pv-18985@example.com,pv-18985
RP-19390,4/21/2017,Central,Houston,Office Supplies,2.694,ST_77041,2.694,58,Premium,Active,2017-04-21 12:00:00,rp-19390@example.com,rp-19390
RP-19390,4/21/2017,Central,Houston,Office Supplies,2.934,ST_77041,2.934,47,Premium,Active,2017-04-21 12:00:00,rp-19390@example.com,rp-19390
NM-18520,10/21/2016,West,Riverside,Office Supplies,22.92,ST_92503,22.92,39,Premium,Active,2016-10-21 12:00:00,nm-18520@example.com,nm-18520
EH-13945,11/19/2016,Central,Houston,Office Supplies,100.704,ST_77041,100.704,38,Standard,Active,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Furniture,2.328,ST_77041,2.328,29,Standard,Active,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Office Supplies,10.78,ST_77041,10.78,28,Premium,,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Office Supplies,58.368,ST_77041,58.368,19,Premium,Active,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Office Supplies,40.968,ST_77041,40.968,58,Standard,,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Technology,71.96,ST_77041,71.96,19,Standard,Active,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Office Supplies,10.368,ST_77041,10.368,51,Basic,Active,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
EH-13945,11/19/2016,Central,Houston,Office Supplies,1.192,ST_77041,1.192,20,Standard,Active,2016-11-19 12:00:00,eh-13945@example.com,eh-13945
RA-19915,12/18/2017,West,Encinitas,Office Supplies,46.672,ST_92024,46.672,33,Basic,Active,2017-12-18 12:00:00,ra-19915@example.com,ra-19915
RA-19915,12/18/2017,West,Encinitas,Furniture,119.833,ST_92024,119.833,21,Standard,Active,2017-12-18 12:00:00,ra-19915@example.com,ra-19915
RA-19915,12/18/2017,West,Encinitas,Technology,119.98,ST_92024,119.98,40,Standard,Active,2017-12-18 12:00:00,ra-19915@example.com,ra-19915
DL-13495,7/22/2016,West,San Francisco,Office Supplies,6.3,ST_94110,6.3,37,Standard,Active,2016-07-22 12:00:00,dl-13495@example.com,dl-13495
CS-12355,9/4/2015,South,Roswell,Office Supplies,279.9,ST_30076,279.9,42,Premium,Inactive,2015-09-04 12:00:00,cs-12355@example.com,cs-12355
CS-12355,9/4/2015,South,Roswell,Technology,619.95,ST_30076,619.95,47,Premium,Active,2015-09-04 12:00:00,cs-12355@example.com,cs-12355
CS-12355,9/4/2015,South,Roswell,Office Supplies,4.36,ST_30076,4.36,35,Premium,,2015-09-04 12:00:00,cs-12355@example.com,cs-12355
CS-12355,9/4/2015,South,Roswell,Office Supplies,15.28,ST_30076,15.28,59,Standard,Active,2015-09-04 12:00:00,cs-12355@example.com,cs-12355
HL-15040,1/20/2014,South,Jonesboro,Technology,699.93,ST_72401,699.93,28,Premium,Active,2014-01-20 12:00:00,hl-15040@example.com,hl-15040
HL-15040,1/20/2014,South,Jonesboro,Office Supplies,22.96,ST_72401,22.96,46,Premium,Active,2014-01-20 12:00:00,hl-15040@example.com,hl-15040
HL-15040,1/20/2014,South,Jonesboro,Furniture,38.6,ST_72401,38.6,34,Standard,Active,2014-01-20 12:00:00,hl-15040@example.com,hl-15040
HL-15040,1/20/2014,South,Jonesboro,Office Supplies,6.63,ST_72401,6.63,43,Basic,Active,2014-01-20 12:00:00,hl-15040@example.com,hl-15040
HL-15040,1/20/2014,South,Jonesboro,Office Supplies,23.34,ST_72401,23.34,40,Premium,Active,2014-01-20 12:00:00,hl-15040@example.com,hl-15040
HL-15040,1/20/2014,South,Jonesboro,Furniture,1067.94,ST_72401,1067.94,37,Standard,Active,2014-01-20 12:00:00,hl-15040@example.com,hl-15040
PA-19060,3/2/2015,Central,Richmond,Office Supplies,10.16,ST_47374,10.16,62,Premium,Active,2015-03-02 12:00:00,pa-19060@example.com,pa-19060
PA-19060,3/2/2015,Central,Richmond,Office Supplies,101.88,ST_47374,101.88,19,Basic,Active,2015-03-02 12:00:00,pa-19060@example.com,pa-19060
BD-11605,4/12/2016,South,Springfield,Furniture,343.92,ST_22153,343.92,41,Premium,Active,2016-04-12 12:00:00,bd-11605@example.com,bd-11605
BD-11605,4/12/2016,South,Springfield,Office Supplies,40.99,ST_22153,40.99,48,Basic,,2016-04-12 12:00:00,bd-11605@example.com,bd-11605
BD-11605,4/12/2016,South,Springfield,Office Supplies,63.9,ST_22153,63.9,44,Premium,Inactive,2016-04-12 12:00:00,bd-11605@example.com,bd-11605
GG-14650,12/6/2016,West,Antioch,Office Supplies,19.44,ST_94509,19.44,19,Basic,Active,2016-12-06 12:00:00,gg-14650@example.com,gg-14650
JS-15940,6/5/2016,East,Philadelphia,Office Supplies,124.608,ST_19134,124.608,31,Premium,Active,2016-06-05 12:00:00,js-15940@example.com,js-15940
JS-15940,6/5/2016,East,Philadelphia,Office Supplies,7.56,ST_19134,7.56,21,Premium,Active,2016-06-05 12:00:00,js-15940@example.com,js-15940
LR-16915,12/11/2016,South,Homestead,Office Supplies,85.224,ST_33030,85.224,30,Premium,Active,2016-12-11 12:00:00,lr-16915@example.com,lr-16915
FH-14275,11/12/2016,Central,La Porte,Office Supplies,287.52,ST_46350,287.52,53,Premium,Active,2016-11-12 12:00:00,fh-14275@example.com,fh-14275
FH-14275,11/12/2016,Central,La Porte,Office Supplies,37.68,ST_46350,37.68,52,Basic,Active,2016-11-12 12:00:00,fh-14275@example.com,fh-14275
FH-14275,11/12/2016,Central,La Porte,Office Supplies,19.98,ST_46350,19.98,61,Standard,Active,2016-11-12 12:00:00,fh-14275@example.com,fh-14275
FH-14275,11/12/2016,Central,La Porte,Office Supplies,20.58,ST_46350,20.58,25,Standard,Active,2016-11-12 12:00:00,fh-14275@example.com,fh-14275
FH-14275,11/12/2016,Central,La Porte,Office Supplies,17.38,ST_46350,17.38,19,Basic,Inactive,2016-11-12 12:00:00,fh-14275@example.com,fh-14275
AP-10915,9/29/2014,West,Los Angeles,Furniture,204.6,ST_90045,204.6,23,Standard,Active,2014-09-29 12:00:00,ap-10915@example.com,ap-10915
AP-10915,9/29/2014,West,Los Angeles,Office Supplies,8.72,ST_90045,8.72,48,Basic,Active,2014-09-29 12:00:00,ap-10915@example.com,ap-10915
AP-10915,9/29/2014,West,Los Angeles,Office Supplies,6.48,ST_90045,6.48,27,Premium,Active,2014-09-29 12:00:00,ap-10915@example.com,ap-10915
AP-10915,9/29/2014,West,Los Angeles,Technology,686.32,ST_90045,686.32,61,Basic,Active,2014-09-29 12:00:00,ap-10915@example.com,ap-10915
AP-10915,9/29/2014,West,Los Angeles,Office Supplies,62.18,ST_90045,,38,Premium,Active,2014-09-29 12:00:00,,ap-10915
NC-18340,4/4/2015,Central,Lansing,Office Supplies,644.076,ST_48911,644.076,59,Standard,Active,2015-04-04 12:00:00,nc-18340@example.com,nc-18340
NC-18340,4/4/2015,Central,Lansing,Office Supplies,5.84,ST_48911,5.84,27,Standard,Active,2015-04-04 12:00:00,nc-18340@example.com,nc-18340
NC-18340,4/4/2015,Central,Lansing,Office Supplies,12.76,ST_48911,12.76,40,Standard,Active,2015-04-04 12:00:00,nc-18340@example.com,nc-18340
NC-18340,4/4/2015,Central,Lansing,Technology,10.95,ST_48911,10.95,20,Standard,Active,2015-04-04 12:00:00,nc-18340@example.com,nc-18340
NC-18340,4/4/2015,Central,Lansing,Technology,599.98,ST_48911,599.98,49,Standard,Active,2015-04-04 12:00:00,,nc-18340
CB-12535,5/8/2015,East,Cuyahoga Falls,Furniture,8.352,ST_44221,8.352,37,Basic,Active,2015-05-08 12:00:00,cb-12535@example.com,cb-12535
KL-16555,12/31/2016,West,Reno,Office Supplies,3.64,ST_89502,3.64,27,Basic,Active,2016-12-31 12:00:00,kl-16555@example.com,kl-16555
KL-16555,12/31/2016,West,Reno,Office Supplies,159.768,ST_89502,159.768,46,Basic,Active,2016-12-31 12:00:00,kl-16555@example.com,kl-16555
PS-19045,12/20/2014,South,Harrisonburg,Office Supplies,122.48,ST_22801,122.48,58,Basic,Active,2014-12-20 12:00:00,ps-19045@example.com,ps-19045
PS-19045,12/20/2014,South,Harrisonburg,Furniture,2244.48,ST_22801,,63,Standard,Active,2014-12-20 12:00:00,ps-19045@example.com,ps-19045
PS-19045,12/20/2014,South,Harrisonburg,Office Supplies,62.31,ST_22801,62.31,51,Basic,Active,2014-12-20 12:00:00,ps-19045@example.com,ps-19045
PS-19045,12/20/2014,South,Harrisonburg,Furniture,455.1,ST_22801,455.1,54,Basic,Active,2014-12-20 12:00:00,ps-19045@example.com,ps-19045
GB-14530,7/2/2016,West,Los Angeles,Furniture,195.184,ST_90004,195.184,37,Standard,Active,2016-07-02 12:00:00,gb-14530@example.com,gb-14530
AA-10315,6/29/2017,Central,Minneapolis,Office Supplies,362.94,ST_55407,362.94,25,Standard,Active,2017-06-29 12:00:00,aa-10315@example.com,aa-10315
AA-10315,6/29/2017,Central,Minneapolis,Office Supplies,11.54,ST_55407,11.54,24,Basic,Active,2017-06-29 12:00:00,aa-10315@example.com,aa-10315
LT-16765,9/1/2014,West,Escondido,Office Supplies,53.94,ST_92025,53.94,23,Standard,Active,2014-09-01 12:00:00,lt-16765@example.com,lt-16765
AP-10720,3/3/2014,East,New York City,Technology,9.99,ST_10035,9.99,28,Standard,Active,2014-03-03 12:00:00,ap-10720@example.com,ap-10720
AP-10720,3/3/2014,East,New York City,Office Supplies,125.76,ST_10035,125.76,61,Premium,Active,2014-03-03 12:00:00,ap-10720@example.com,ap-10720
AP-10720,3/3/2014,East,New York City,Office Supplies,25.32,ST_10035,25.32,35,Basic,Active,2014-03-03 12:00:00,ap-10720@example.com,ap-10720
PM-18940,5/4/2014,Central,Jackson,Office Supplies,46.8,ST_49201,46.8,59,Basic,Active,2014-05-04 12:00:00,pm-18940@example.com,pm-18940
KC-16540,11/2/2015,West,Seattle,Technology,447.93,ST_98115,447.93,46,Standard,Active,2015-11-02 12:00:00,kc-16540@example.com,kc-16540
DL-13315,12/8/2017,East,New York City,Furniture,109.48,ST_10035,109.48,42,Premium,,2017-12-08 12:00:00,dl-13315@example.com,dl-13315
DL-13315,12/8/2017,East,New York City,Office Supplies,272.94,ST_10035,272.94,38,Standard,Active,2017-12-08 12:00:00,dl-13315@example.com,dl-13315
DL-13315,12/8/2017,East,New York City,Office Supplies,19.44,ST_10035,19.44,63,Standard,Active,2017-12-08 12:00:00,dl-13315@example.com,dl-13315
DL-13315,12/8/2017,East,New York City,Office Supplies,31.92,ST_10035,31.92,20,Standard,Active,2017-12-08 12:00:00,dl-13315@example.com,dl-13315
SW-20275,3/10/2014,Central,Royal Oak,Office Supplies,22.38,ST_48073,22.38,35,Standard,Active,2014-03-10 12:00:00,sw-20275@example.com,sw-20275
AA-10375,4/21/2014,West,Los Angeles,Office Supplies,16.52,ST_90008,16.52,41,Basic,Active,2014-04-21 12:00:00,aa-10375@example.com,aa-10375
LT-17110,10/22/2015,Central,Bloomington,Office Supplies,5.176,ST_61701,5.176,64,Standard,Active,2015-10-22 12:00:00,lt-17110@example.com,lt-17110
DP-13105,8/22/2015,East,New York City,Office Supplies,50.112,ST_10035,50.112,55,Standard,Active,2015-08-22 12:00:00,dp-13105@example.com,dp-13105
AB-10060,8/29/2016,East,Concord,Office Supplies,27.93,ST_3301,27.93,27,Basic,Inactive,2016-08-29 12:00:00,ab-10060@example.com,ab-10060
AT-10435,12/27/2014,West,Los Angeles,Office Supplies,11.56,ST_90004,11.56,44,Standard,Active,2014-12-27 12:00:00,at-10435@example.com,at-10435
JE-15745,12/1/2016,East,Rockville,Furniture,172.5,ST_20852,172.5,29,Premium,Active,2016-12-01 12:00:00,je-15745@example.com,je-15745
JE-15745,12/1/2016,East,Rockville,Technology,179.97,ST_20852,179.97,24,Standard,Active,2016-12-01 12:00:00,je-15745@example.com,je-15745
CA-12055,4/24/2016,Central,Houston,Technology,258.696,ST_77070,258.696,34,Standard,Active,2016-04-24 12:00:00,ca-12055@example.com,ca-12055
DB-13060,6/21/2014,East,Lakewood,Technology,1322.93,ST_8701,1322.93,18,Basic,Inactive,2014-06-21 12:00:00,db-13060@example.com,db-13060
DB-13060,6/21/2014,East,Lakewood,Office Supplies,3.76,ST_8701,3.76,43,Basic,Active,2014-06-21 12:00:00,db-13060@example.com,
RB-19570,1/14/2017,South,Jacksonville,Office Supplies,21.744,ST_28540,21.744,32,Standard,Active,2017-01-14 12:00:00,rb-19570@example.com,rb-19570
RB-19570,1/14/2017,South,Jacksonville,Technology,7.92,ST_28540,7.92,50,Premium,Active,2017-01-14 12:00:00,rb-19570@example.com,rb-19570
HR-14830,11/24/2014,West,Seattle,Office Supplies,12.096,ST_98103,12.096,54,Premium,Active,2014-11-24 12:00:00,hr-14830@example.com,hr-14830
HR-14830,11/24/2014,West,Seattle,Office Supplies,485.88,ST_98103,485.88,64,Standard,Active,2014-11-24 12:00:00,hr-14830@example.com,hr-14830
HR-14830,11/24/2014,West,Seattle,Office Supplies,25.92,ST_98103,25.92,48,Standard,Active,2014-11-24 12:00:00,hr-14830@example.com,hr-14830
HR-14830,11/24/2014,West,Seattle,Office Supplies,197.58,ST_98103,197.58,52,Standard,Active,2014-11-24 12:00:00,hr-14830@example.com,hr-14830
BT-11530,2/26/2017,West,Los Angeles,Office Supplies,81.92,ST_90036,,18,Standard,Active,2017-02-26 12:00:00,bt-11530@example.com,bt-11530
BT-11530,2/26/2017,West,Los Angeles,Technology,889.536,ST_90036,889.536,25,Basic,Active,2017-02-26 12:00:00,bt-11530@example.com,bt-11530
BT-11530,2/26/2017,West,Los Angeles,Furniture,892.224,ST_90036,892.224,29,Basic,Active,2017-02-26 12:00:00,bt-11530@example.com,bt-11530
BT-11530,2/26/2017,West,Los Angeles,Office Supplies,223.92,ST_90036,223.92,36,Premium,Active,2017-02-26 12:00:00,bt-11530@example.com,bt-11530
BT-11530,2/26/2017,West,Los Angeles,Office Supplies,23.12,ST_90036,23.12,42,Standard,Inactive,2017-02-26 12:00:00,bt-11530@example.com,bt-11530
NG-18355,9/15/2015,South,Coral Springs,Office Supplies,15.552,ST_33065,15.552,49,Standard,,2015-09-15 12:00:00,ng-18355@example.com,ng-18355
NG-18355,9/15/2015,South,Coral Springs,Furniture,15.712,ST_33065,15.712,29,Premium,Active,2015-09-15 12:00:00,ng-18355@example.com,ng-18355
NG-18355,9/15/2015,South,Coral Springs,Office Supplies,24.672,ST_33065,24.672,30,Standard,Active,2015-09-15 12:00:00,ng-18355@example.com,ng-18355
NG-18355,9/15/2015,South,Coral Springs,Furniture,55.968,ST_33065,55.968,45,Premium,Active,2015-09-15 12:00:00,ng-18355@example.com,ng-18355
ZC-21910,4/8/2016,Central,Houston,Technology,431.928,ST_77041,431.928,18,Premium,Inactive,2016-04-08 12:00:00,zc-21910@example.com,zc-21910
ZC-21910,4/8/2016,Central,Houston,Furniture,95.984,ST_77041,95.984,23,Standard,Inactive,2016-04-08 12:00:00,zc-21910@example.com,zc-21910
ZC-21910,4/8/2016,Central,Houston,Office Supplies,1088.792,ST_77041,,25,Standard,Active,2016-04-08 12:00:00,zc-21910@example.com,zc-21910
LS-16945,7/18/2016,West,Denver,Furniture,544.008,ST_80219,544.008,21,Standard,Active,2016-07-18 12:00:00,ls-16945@example.com,ls-16945
LS-16945,7/18/2016,West,Denver,Office Supplies,1.872,ST_80219,1.872,22,Standard,Active,2016-07-18 12:00:00,ls-16945@example.com,ls-16945
LS-16945,7/18/2016,West,Denver,Furniture,854.352,ST_80219,854.352,42,Premium,Inactive,2016-07-18 12:00:00,ls-16945@example.com,ls-16945
LS-16945,7/18/2016,West,Denver,Office Supplies,593.568,ST_80219,593.568,39,Standard,Active,2016-07-18 12:00:00,ls-16945@example.com,ls-16945
LS-16945,7/18/2016,West,Denver,Office Supplies,338.04,ST_80219,338.04,45,Standard,Active,2016-07-18 12:00:00,ls-16945@example.com,ls-16945
LH-16750,8/1/2017,South,Charlotte,Technology,271.96,ST_28205,271.96,56,Standard,,2017-08-01 12:00:00,lh-16750@example.com,lh-16750
SW-20755,7/14/2016,East,New York City,Office Supplies,11.21,ST_10009,11.21,40,Basic,Active,2016-07-14 12:00:00,sw-20755@example.com,sw-20755
SW-20755,7/14/2016,East,New York City,Office Supplies,9.144,ST_10009,9.144,21,Standard,Active,2016-07-14 12:00:00,sw-20755@example.com,sw-20755
SW-20755,7/14/2016,East,New York City,Office Supplies,14.07,ST_10009,14.07,21,Standard,Active,2016-07-14 12:00:00,sw-20755@example.com,sw-20755
SW-20755,7/14/2016,East,New York City,Office Supplies,41.86,ST_10009,41.86,64,Standard,Active,2016-07-14 12:00:00,sw-20755@example.com,sw-20755
SW-20755,7/14/2016,East,New York City,Office Supplies,8.544,ST_10009,8.544,38,Basic,Active,2016-07-14 12:00:00,sw-20755@example.com,sw-20755
SW-20755,7/14/2016,East,New York City,Furniture,579.136,ST_10009,579.136,54,Basic,Active,2016-07-14 12:00:00,sw-20755@example.com,sw-20755
SP-20620,9/9/2017,East,Philadelphia,Furniture,141.372,ST_19134,141.372,58,Premium,Active,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Office Supplies,3.036,ST_19134,3.036,19,Standard,Active,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Office Supplies,4.503,ST_19134,4.503,24,Premium,Active,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Office Supplies,4.672,ST_19134,4.672,33,Basic,,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Technology,95.88,ST_19134,95.88,34,Standard,Active,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Furniture,17.024,ST_19134,17.024,37,Basic,Active,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Technology,258.696,ST_19134,258.696,40,Standard,Inactive,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
SP-20620,9/9/2017,East,Philadelphia,Technology,1931.958,ST_19134,1931.958,51,Standard,Active,2017-09-09 12:00:00,sp-20620@example.com,sp-20620
BF-11170,7/12/2014,West,Los Angeles,Office Supplies,249.75,ST_90036,249.75,28,Basic,Active,2014-07-12 12:00:00,bf-11170@example.com,bf-11170
BF-11170,7/12/2014,West,Los Angeles,Technology,255.936,ST_90036,255.936,51,Basic,Active,2014-07-12 12:00:00,bf-11170@example.com,bf-11170
BM-11140,12/4/2016,East,New York City,Furniture,113.79,ST_10024,113.79,50,Premium,Active,2016-12-04 12:00:00,bm-11140@example.com,bm-11140
BM-11140,12/4/2016,East,New York City,Technology,78.15,ST_10024,78.15,43,Standard,Active,2016-12-04 12:00:00,bm-11140@example.com,bm-11140
BM-11140,12/4/2016,East,New York City,Office Supplies,1.728,ST_10024,1.728,19,Standard,Active,2016-12-04 12:00:00,bm-11140@example.com,bm-11140
BM-11140,12/4/2016,East,New York City,Office Supplies,40.56,ST_10024,40.56,40,Standard,Active,2016-12-04 12:00:00,bm-11140@example.com,bm-11140
BM-11140,12/4/2016,East,New York City,Office Supplies,182.94,ST_10024,182.94,58,Standard,Active,2016-12-04 12:00:00,bm-11140@example.com,bm-11140
BM-11140,12/4/2016,East,New York City,Office Supplies,193.86,ST_10024,193.86,39,Standard,Active,2016-12-04 12:00:00,bm-11140@example.com,bm-11140
ZC-21910,11/6/2017,West,Los Angeles,Office Supplies,15.28,ST_90045,15.28,51,Standard,Active,2017-11-06 12:00:00,zc-21910@example.com,zc-21910
ZC-21910,11/6/2017,West,Los Angeles,Furniture,8.73,ST_90045,8.73,32,Premium,Active,2017-11-06 12:00:00,zc-21910@example.com,zc-21910
ZC-21910,11/6/2017,West,Los Angeles,Office Supplies,5.68,ST_90045,5.68,27,Standard,Active,2017-11-06 12:00:00,zc-21910@example.com,zc-21910
KT-16480,10/31/2015,East,Buffalo,Office Supplies,2.78,ST_14215,2.78,32,Premium,Active,2015-10-31 12:00:00,kt-16480@example.com,kt-16480
KT-16480,10/31/2015,East,Buffalo,Office Supplies,79.96,ST_14215,79.96,59,Premium,Active,2015-10-31 12:00:00,kt-16480@example.com,kt-16480
BG-11695,5/30/2016,East,Cincinnati,Technology,839.988,ST_45231,839.988,46,Standard,Active,2016-05-30 12:00:00,bg-11695@example.com,bg-11695
PG-18820,10/28/2016,South,Boynton Beach,Furniture,47.952,ST_33437,47.952,40,Premium,Inactive,2016-10-28 12:00:00,pg-18820@example.com,pg-18820
PG-18820,10/28/2016,South,Boynton Beach,Office Supplies,37.425,ST_33437,37.425,34,Standard,Active,2016-10-28 12:00:00,pg-18820@example.com,pg-18820
PG-18820,10/28/2016,South,Boynton Beach,Furniture,63.968,ST_33437,63.968,26,Standard,Active,2016-10-28 12:00:00,pg-18820@example.com,pg-18820
PG-18820,10/28/2016,South,Boynton Beach,Furniture,165.048,ST_33437,165.048,53,Standard,Active,2016-10-28 12:00:00,pg-18820@example.com,pg-18820
GM-14680,8/11/2014,West,Seattle,Furniture,12.35,ST_98105,12.35,26,Standard,Active,2014-08-11 12:00:00,gm-14680@example.com,gm-14680
GM-14680,8/11/2014,West,Seattle,Office Supplies,40.97,ST_98105,40.97,33,Standard,Active,2014-08-11 12:00:00,gm-14680@example.com,gm-14680
GM-14680,8/11/2014,West,Seattle,Office Supplies,22.96,ST_98105,22.96,53,Premium,Active,2014-08-11 12:00:00,gm-14680@example.com,gm-14680
MO-17800,8/29/2016,East,New York City,Technology,22.0,ST_10024,22.0,50,Basic,Inactive,2016-08-29 12:00:00,mo-17800@example.com,mo-17800
PG-18820,2/15/2016,East,New York City,Office Supplies,398.352,ST_10009,398.352,48,Basic,Active,2016-02-15 12:00:00,pg-18820@example.com,pg-18820
PG-18820,2/15/2016,East,New York City,Office Supplies,8.72,ST_10009,8.72,23,Premium,Inactive,2016-02-15 12:00:00,pg-18820@example.com,pg-18820
EJ-14155,5/14/2017,South,Gulfport,Office Supplies,48.69,ST_39503,48.69,27,Standard,Active,2017-05-14 12:00:00,ej-14155@example.com,ej-14155
NP-18700,12/12/2014,West,Fresno,Furniture,764.688,ST_93727,764.688,33,Standard,Active,2014-12-12 12:00:00,np-18700@example.com,np-18700
NP-18700,12/12/2014,West,Fresno,Furniture,3610.848,ST_93727,3610.848,21,Premium,Active,2014-12-12 12:00:00,np-18700@example.com,np-18700
NP-18700,12/12/2014,West,Fresno,Furniture,254.9745,ST_93727,254.9745,39,Standard,Active,2014-12-12 12:00:00,np-18700@example.com,np-18700
DJ-13630,12/18/2017,East,New York City,Office Supplies,38.82,ST_10009,38.82,30,Standard,Active,2017-12-18 12:00:00,dj-13630@example.com,dj-13630
DJ-13630,12/18/2017,East,New York City,Furniture,1141.938,ST_10009,1141.938,33,Premium,Active,2017-12-18 12:00:00,dj-13630@example.com,dj-13630
DJ-13630,12/18/2017,East,New York City,Office Supplies,1704.56,ST_10009,1704.56,46,Basic,Active,2017-12-18 12:00:00,dj-13630@example.com,dj-13630
DJ-13630,12/18/2017,East,New York City,Office Supplies,3.2,ST_10009,3.2,23,Standard,Active,2017-12-18 12:00:00,dj-13630@example.com,dj-13630
IM-15070,7/4/2015,Central,Milwaukee,Technology,1099.96,ST_53209,1099.96,43,Standard,Active,2015-07-04 12:00:00,im-15070@example.com,im-15070
MH-18115,3/10/2017,East,Chester,Office Supplies,5.248,ST_19013,,28,Standard,Inactive,2017-03-10 12:00:00,mh-18115@example.com,mh-18115
MH-18115,3/10/2017,East,Chester,Technology,35.91,ST_19013,35.91,41,Premium,Active,2017-03-10 12:00:00,mh-18115@example.com,mh-18115
MH-18115,3/10/2017,East,Chester,Furniture,6.696,ST_19013,6.696,46,Standard,Active,2017-03-10 12:00:00,mh-18115@example.com,mh-18115
MH-18115,3/10/2017,East,Chester,Furniture,43.872,ST_19013,43.872,20,Standard,Active,2017-03-10 12:00:00,mh-18115@example.com,mh-18115
RB-19795,12/24/2016,South,Charlotte,Office Supplies,27.882,ST_28205,27.882,27,Standard,,2016-12-24 12:00:00,rb-19795@example.com,rb-19795
RB-19795,12/24/2016,South,Charlotte,Office Supplies,540.048,ST_28205,540.048,18,Standard,Inactive,2016-12-24 12:00:00,rb-19795@example.com,rb-19795
RB-19795,12/24/2016,South,Charlotte,Technology,255.68,ST_28205,255.68,60,Premium,Active,2016-12-24 12:00:00,rb-19795@example.com,rb-19795
JR-15700,10/23/2017,South,Jacksonville,Technology,863.88,ST_32216,863.88,43,Premium,Inactive,2017-10-23 12:00:00,jr-15700@example.com,jr-15700
SM-20950,10/28/2016,South,Greenville,Office Supplies,17.616,ST_27834,17.616,29,Premium,Active,2016-10-28 12:00:00,sm-20950@example.com,sm-20950
CS-12355,7/7/2017,East,Long Beach,Office Supplies,17.472,ST_11561,17.472,31,Basic,Active,2017-07-07 12:00:00,cs-12355@example.com,cs-12355
